,destination,Origin,Year,Month,Value
744,Canada,Sudan,2012,November,8
745,Canada,Sudan,2012,December,8
746,Canada,Sudan,2013,February,1
747,Canada,Sudan,2013,March,1
748,Canada,Sudan,2013,April,3
749,Canada,Sudan,2013,May,3
750,Canada,Sudan,2013,June,1
751,Canada,Sudan,2013,July,9
752,Canada,Sudan,2013,August,7
753,Canada,Sudan,2013,September,9
754,Canada,Sudan,2013,October,6
755,Canada,Sudan,2013,November,3
756,Canada,Sudan,2013,December,9
757,Canada,Sudan,2014,January,16
758,Canada,Sudan,2014,February,1
759,Canada,Sudan,2014,March,3
760,Canada,Sudan,2014,April,6
761,Canada,Sudan,2014,May,6
762,Canada,Sudan,2014,June,6
763,Canada,Sudan,2014,July,7
764,Canada,Sudan,2014,August,5
765,Canada,Sudan,2014,September,7
766,Canada,Sudan,2014,October,6
767,Canada,Sudan,2014,November,11
768,Canada,Sudan,2014,December,13
769,Canada,Sudan,2015,January,3
770,Canada,Sudan,2015,February,5
771,Canada,Sudan,2015,March,20
772,Canada,Sudan,2015,April,6
773,Canada,Sudan,2015,May,1
774,Canada,Sudan,2015,June,1
775,Canada,Sudan,2015,July,7
776,Canada,Sudan,2015,August,14
777,Canada,Sudan,2015,September,17
778,Canada,Sudan,2015,October,4
779,Canada,Sudan,2015,November,5
780,Canada,Sudan,2015,December,12
781,Canada,Sudan,2016,January,17
782,Canada,Sudan,2016,February,6
783,Canada,Sudan,2016,March,19
784,Canada,Sudan,2016,April,15
785,Canada,Sudan,2016,May,20
786,Canada,Sudan,2016,June,27
787,Canada,Sudan,2016,July,33
788,Canada,Sudan,2016,August,60
789,Canada,Sudan,2016,September,53
790,Canada,Sudan,2016,October,34
791,Canada,Sudan,2016,November,47
792,Canada,Sudan,2016,December,73
793,Canada,Sudan,2017,January,61
794,Canada,Sudan,2017,February,103
795,Canada,Sudan,2017,March,103
796,Canada,Sudan,2017,April,71
797,Canada,Sudan,2017,May,49
798,Canada,Sudan,2017,June,38
799,Canada,Sudan,2017,July,61
800,Canada,Sudan,2017,August,65
801,Canada,Sudan,2017,September,50
802,Canada,Sudan,2017,October,49
803,Canada,Sudan,2017,November,30
804,Canada,Sudan,2017,December,30
805,Canada,Sudan,2018,January,44
806,Canada,Sudan,2018,February,33
807,Canada,Sudan,2018,March,21
808,Canada,Sudan,2018,April,31
809,Canada,Syrian Arab Rep.,1999,January,2
810,Canada,Syrian Arab Rep.,1999,February,3
811,Canada,Syrian Arab Rep.,1999,March,6
812,Canada,Syrian Arab Rep.,1999,April,11
813,Canada,Syrian Arab Rep.,1999,May,7
814,Canada,Syrian Arab Rep.,1999,June,6
815,Canada,Syrian Arab Rep.,1999,July,18
816,Canada,Syrian Arab Rep.,1999,August,5
817,Canada,Syrian Arab Rep.,1999,September,15
818,Canada,Syrian Arab Rep.,1999,October,11
819,Canada,Syrian Arab Rep.,1999,November,6
820,Canada,Syrian Arab Rep.,1999,December,5
821,Canada,Syrian Arab Rep.,2000,February,6
822,Canada,Syrian Arab Rep.,2000,March,6
823,Canada,Syrian Arab Rep.,2000,April,3
824,Canada,Syrian Arab Rep.,2000,May,5
825,Canada,Syrian Arab Rep.,2000,June,5
826,Canada,Syrian Arab Rep.,2000,July,10
827,Canada,Syrian Arab Rep.,2000,August,13
828,Canada,Syrian Arab Rep.,2000,September,6
829,Canada,Syrian Arab Rep.,2000,October,4
830,Canada,Syrian Arab Rep.,2000,November,8
831,Canada,Syrian Arab Rep.,2000,December,6
832,Canada,Syrian Arab Rep.,2001,January,20
833,Canada,Syrian Arab Rep.,2001,February,6
834,Canada,Syrian Arab Rep.,2001,March,4
835,Canada,Syrian Arab Rep.,2001,April,19
836,Canada,Syrian Arab Rep.,2001,May,11
837,Canada,Syrian Arab Rep.,2001,June,5
838,Canada,Syrian Arab Rep.,2001,July,11
839,Canada,Syrian Arab Rep.,2001,August,13
840,Canada,Syrian Arab Rep.,2001,September,10
841,Canada,Syrian Arab Rep.,2001,October,13
842,Canada,Syrian Arab Rep.,2001,November,6
843,Canada,Syrian Arab Rep.,2001,December,1
844,Canada,Syrian Arab Rep.,2002,January,4
845,Canada,Syrian Arab Rep.,2002,February,4
846,Canada,Syrian Arab Rep.,2002,March,2
847,Canada,Syrian Arab Rep.,2002,April,8
848,Canada,Syrian Arab Rep.,2002,May,5
849,Canada,Syrian Arab Rep.,2002,June,8
850,Canada,Syrian Arab Rep.,2002,July,11
851,Canada,Syrian Arab Rep.,2002,August,3
852,Canada,Syrian Arab Rep.,2002,September,4
853,Canada,Syrian Arab Rep.,2002,October,14
854,Canada,Syrian Arab Rep.,2002,November,13
855,Canada,Syrian Arab Rep.,2002,December,10
856,Canada,Syrian Arab Rep.,2003,January,20
857,Canada,Syrian Arab Rep.,2003,February,11
858,Canada,Syrian Arab Rep.,2003,March,10
859,Canada,Syrian Arab Rep.,2003,April,12
860,Canada,Syrian Arab Rep.,2003,May,17
861,Canada,Syrian Arab Rep.,2003,June,6
862,Canada,Syrian Arab Rep.,2003,July,8
863,Canada,Syrian Arab Rep.,2003,August,3
864,Canada,Syrian Arab Rep.,2003,September,7
865,Canada,Syrian Arab Rep.,2003,October,4
866,Canada,Syrian Arab Rep.,2003,November,10
867,Canada,Syrian Arab Rep.,2003,December,6
868,Canada,Syrian Arab Rep.,2004,January,16
869,Canada,Syrian Arab Rep.,2004,February,7
870,Canada,Syrian Arab Rep.,2004,March,7
871,Canada,Syrian Arab Rep.,2004,April,2
872,Canada,Syrian Arab Rep.,2004,May,5
873,Canada,Syrian Arab Rep.,2004,June,1
874,Canada,Syrian Arab Rep.,2004,July,1
875,Canada,Syrian Arab Rep.,2004,August,6
876,Canada,Syrian Arab Rep.,2004,September,4
877,Canada,Syrian Arab Rep.,2004,October,5
878,Canada,Syrian Arab Rep.,2004,November,12
879,Canada,Syrian Arab Rep.,2004,December,8
880,Canada,Syrian Arab Rep.,2005,January,4
881,Canada,Syrian Arab Rep.,2005,February,3
882,Canada,Syrian Arab Rep.,2005,March,6
883,Canada,Syrian Arab Rep.,2005,April,12
884,Canada,Syrian Arab Rep.,2005,May,5
885,Canada,Syrian Arab Rep.,2005,June,6
886,Canada,Syrian Arab Rep.,2005,July,5
887,Canada,Syrian Arab Rep.,2005,August,4
888,Canada,Syrian Arab Rep.,2005,September,5
889,Canada,Syrian Arab Rep.,2005,October,3
890,Canada,Syrian Arab Rep.,2005,November,8
891,Canada,Syrian Arab Rep.,2005,December,6
892,Canada,Syrian Arab Rep.,2006,January,6
893,Canada,Syrian Arab Rep.,2006,February,3
894,Canada,Syrian Arab Rep.,2006,March,4
895,Canada,Syrian Arab Rep.,2006,April,1
896,Canada,Syrian Arab Rep.,2006,May,1
897,Canada,Syrian Arab Rep.,2006,June,2
898,Canada,Syrian Arab Rep.,2006,July,4
899,Canada,Syrian Arab Rep.,2006,August,3
900,Canada,Syrian Arab Rep.,2006,September,7
901,Canada,Syrian Arab Rep.,2006,October,4
902,Canada,Syrian Arab Rep.,2006,November,7
903,Canada,Syrian Arab Rep.,2006,December,3
904,Canada,Syrian Arab Rep.,2007,January,9
905,Canada,Syrian Arab Rep.,2007,February,6
906,Canada,Syrian Arab Rep.,2007,March,4
907,Canada,Syrian Arab Rep.,2007,April,4
908,Canada,Syrian Arab Rep.,2007,May,3
909,Canada,Syrian Arab Rep.,2007,June,4
910,Canada,Syrian Arab Rep.,2007,July,4
911,Canada,Syrian Arab Rep.,2007,August,7
912,Canada,Syrian Arab Rep.,2007,September,8
913,Canada,Syrian Arab Rep.,2007,October,3
914,Canada,Syrian Arab Rep.,2007,November,6
915,Canada,Syrian Arab Rep.,2007,December,10
916,Canada,Syrian Arab Rep.,2008,January,7
917,Canada,Syrian Arab Rep.,2008,February,5
918,Canada,Syrian Arab Rep.,2008,March,8
919,Canada,Syrian Arab Rep.,2008,April,2
920,Canada,Syrian Arab Rep.,2008,May,4
921,Canada,Syrian Arab Rep.,2008,June,4
922,Canada,Syrian Arab Rep.,2008,July,6
923,Canada,Syrian Arab Rep.,2008,August,2
924,Canada,Syrian Arab Rep.,2008,September,6
925,Canada,Syrian Arab Rep.,2008,October,7
926,Canada,Syrian Arab Rep.,2008,November,6
927,Canada,Syrian Arab Rep.,2008,December,19
928,Canada,Syrian Arab Rep.,2009,January,5
929,Canada,Syrian Arab Rep.,2009,February,3
930,Canada,Syrian Arab Rep.,2009,March,2
931,Canada,Syrian Arab Rep.,2009,April,10
932,Canada,Syrian Arab Rep.,2009,May,4
933,Canada,Syrian Arab Rep.,2009,June,13
934,Canada,Syrian Arab Rep.,2009,July,8
935,Canada,Syrian Arab Rep.,2009,August,6
936,Canada,Syrian Arab Rep.,2009,September,13
937,Canada,Syrian Arab Rep.,2009,October,6
938,Canada,Syrian Arab Rep.,2009,November,10
939,Canada,Syrian Arab Rep.,2009,December,9
940,Canada,Syrian Arab Rep.,2010,January,11
941,Canada,Syrian Arab Rep.,2010,February,1
942,Canada,Syrian Arab Rep.,2010,March,13
943,Canada,Syrian Arab Rep.,2010,April,9
944,Canada,Syrian Arab Rep.,2010,May,11
945,Canada,Syrian Arab Rep.,2010,June,15
946,Canada,Syrian Arab Rep.,2010,July,6
947,Canada,Syrian Arab Rep.,2010,August,7
948,Canada,Syrian Arab Rep.,2010,September,22
949,Canada,Syrian Arab Rep.,2010,October,9
950,Canada,Syrian Arab Rep.,2010,November,9
951,Canada,Syrian Arab Rep.,2010,December,13
952,Canada,Syrian Arab Rep.,2011,January,12
953,Canada,Syrian Arab Rep.,2011,February,10
954,Canada,Syrian Arab Rep.,2011,March,13
955,Canada,Syrian Arab Rep.,2011,April,7
956,Canada,Syrian Arab Rep.,2011,May,17
957,Canada,Syrian Arab Rep.,2011,June,11
958,Canada,Syrian Arab Rep.,2011,July,10
959,Canada,Syrian Arab Rep.,2011,August,12
960,Canada,Syrian Arab Rep.,2011,September,17
961,Canada,Syrian Arab Rep.,2011,October,24
962,Canada,Syrian Arab Rep.,2011,November,24
963,Canada,Syrian Arab Rep.,2011,December,19
964,Canada,Syrian Arab Rep.,2012,January,29
965,Canada,Syrian Arab Rep.,2012,February,25
966,Canada,Syrian Arab Rep.,2012,March,23
967,Canada,Syrian Arab Rep.,2012,April,20
968,Canada,Syrian Arab Rep.,2012,May,17
969,Canada,Syrian Arab Rep.,2012,June,19
970,Canada,Syrian Arab Rep.,2012,July,19
971,Canada,Syrian Arab Rep.,2012,August,33
972,Canada,Syrian Arab Rep.,2012,September,36
973,Canada,Syrian Arab Rep.,2012,October,42
974,Canada,Syrian Arab Rep.,2012,November,37
975,Canada,Syrian Arab Rep.,2012,December,36
976,Canada,Syrian Arab Rep.,2013,January,19
977,Canada,Syrian Arab Rep.,2013,February,11
978,Canada,Syrian Arab Rep.,2013,March,44
979,Canada,Syrian Arab Rep.,2013,April,47
980,Canada,Syrian Arab Rep.,2013,May,39
981,Canada,Syrian Arab Rep.,2013,June,31
982,Canada,Syrian Arab Rep.,2013,July,31
983,Canada,Syrian Arab Rep.,2013,August,36
984,Canada,Syrian Arab Rep.,2013,September,66
985,Canada,Syrian Arab Rep.,2013,October,55
986,Canada,Syrian Arab Rep.,2013,November,45
987,Canada,Syrian Arab Rep.,2013,December,69
988,Canada,Syrian Arab Rep.,2014,January,54
989,Canada,Syrian Arab Rep.,2014,February,36
990,Canada,Syrian Arab Rep.,2014,March,41
991,Canada,Syrian Arab Rep.,2014,April,21
992,Canada,Syrian Arab Rep.,2014,May,46
993,Canada,Syrian Arab Rep.,2014,June,49
994,Canada,Syrian Arab Rep.,2014,July,69
995,Canada,Syrian Arab Rep.,2014,August,25
996,Canada,Syrian Arab Rep.,2014,September,58
997,Canada,Syrian Arab Rep.,2014,October,77
998,Canada,Syrian Arab Rep.,2014,November,45
999,Canada,Syrian Arab Rep.,2014,December,37
1000,Canada,Syrian Arab Rep.,2015,January,47
1001,Canada,Syrian Arab Rep.,2015,February,33
1002,Canada,Syrian Arab Rep.,2015,March,20
1003,Canada,Syrian Arab Rep.,2015,April,15
1004,Canada,Syrian Arab Rep.,2015,May,36
1005,Canada,Syrian Arab Rep.,2015,June,73
1006,Canada,Syrian Arab Rep.,2015,July,56
1007,Canada,Syrian Arab Rep.,2015,August,56
1008,Canada,Syrian Arab Rep.,2015,September,65
1009,Canada,Syrian Arab Rep.,2015,October,70
1010,Canada,Syrian Arab Rep.,2015,November,47
1011,Canada,Syrian Arab Rep.,2015,December,63
1012,Canada,Syrian Arab Rep.,2016,January,96
1013,Canada,Syrian Arab Rep.,2016,February,104
1014,Canada,Syrian Arab Rep.,2016,March,72
1015,Canada,Syrian Arab Rep.,2016,April,51
1016,Canada,Syrian Arab Rep.,2016,May,53
1017,Canada,Syrian Arab Rep.,2016,June,69
1018,Canada,Syrian Arab Rep.,2016,July,67
1019,Canada,Syrian Arab Rep.,2016,August,97
1020,Canada,Syrian Arab Rep.,2016,September,109
1021,Canada,Syrian Arab Rep.,2016,October,79
1022,Canada,Syrian Arab Rep.,2016,November,77
1023,Canada,Syrian Arab Rep.,2016,December,84
1024,Canada,Syrian Arab Rep.,2017,January,68
1025,Canada,Syrian Arab Rep.,2017,February,140
1026,Canada,Syrian Arab Rep.,2017,March,110
1027,Canada,Syrian Arab Rep.,2017,April,76
1028,Canada,Syrian Arab Rep.,2017,May,61
1029,Canada,Syrian Arab Rep.,2017,June,99
1030,Canada,Syrian Arab Rep.,2017,July,129
1031,Canada,Syrian Arab Rep.,2017,August,202
1032,Canada,Syrian Arab Rep.,2017,September,239
1033,Canada,Syrian Arab Rep.,2017,October,187
1034,Canada,Syrian Arab Rep.,2017,November,78
1035,Canada,Syrian Arab Rep.,2017,December,49
1036,Canada,Syrian Arab Rep.,2018,January,61
1037,Canada,Syrian Arab Rep.,2018,February,53
1038,Canada,Syrian Arab Rep.,2018,March,49
1039,Canada,Syrian Arab Rep.,2018,April,45
1040,Canada,Yemen,1999,February,7
1041,Canada,Yemen,1999,March,3
1042,Canada,Yemen,1999,May,3
1043,Canada,Yemen,1999,June,8
1044,Canada,Yemen,1999,July,1
1045,Canada,Yemen,1999,August,6
1046,Canada,Yemen,1999,September,8
1047,Canada,Yemen,1999,October,9
1048,Canada,Yemen,1999,November,5
1049,Canada,Yemen,1999,December,12
1050,Canada,Yemen,2000,January,1
1051,Canada,Yemen,2000,February,15
1052,Canada,Yemen,2000,March,2
1053,Canada,Yemen,2000,April,4
1054,Canada,Yemen,2000,May,4
1055,Canada,Yemen,2000,July,13
1056,Canada,Yemen,2000,August,12
1057,Canada,Yemen,2000,September,8
1058,Canada,Yemen,2000,October,13
1059,Canada,Yemen,2000,November,4
1060,Canada,Yemen,2000,December,16
1061,Canada,Yemen,2001,January,4
1062,Canada,Yemen,2001,February,6
1063,Canada,Yemen,2001,March,2
1064,Canada,Yemen,2001,April,8
1065,Canada,Yemen,2001,May,15
1066,Canada,Yemen,2001,June,7
1067,Canada,Yemen,2001,July,10
1068,Canada,Yemen,2001,August,7
1069,Canada,Yemen,2001,September,2
1070,Canada,Yemen,2001,October,6
1071,Canada,Yemen,2001,December,1
1072,Canada,Yemen,2002,January,5
1073,Canada,Yemen,2002,February,2
1074,Canada,Yemen,2002,March,1
1075,Canada,Yemen,2002,April,2
1076,Canada,Yemen,2002,May,4
1077,Canada,Yemen,2002,June,20
1078,Canada,Yemen,2002,July,3
1079,Canada,Yemen,2002,August,15
1080,Canada,Yemen,2002,September,1
1081,Canada,Yemen,2002,October,12
1082,Canada,Yemen,2002,November,3
1083,Canada,Yemen,2002,December,2
1084,Canada,Yemen,2003,January,5
1085,Canada,Yemen,2003,February,1
1086,Canada,Yemen,2003,March,4
1087,Canada,Yemen,2003,April,6
1088,Canada,Yemen,2003,May,2
1089,Canada,Yemen,2003,June,2
1090,Canada,Yemen,2003,July,4
1091,Canada,Yemen,2003,August,3
1092,Canada,Yemen,2003,September,3
1093,Canada,Yemen,2003,October,3
1094,Canada,Yemen,2003,November,1
1095,Canada,Yemen,2004,January,2
1096,Canada,Yemen,2004,February,6
1097,Canada,Yemen,2004,March,1
1098,Canada,Yemen,2004,April,3
1099,Canada,Yemen,2004,May,1
1100,Canada,Yemen,2004,July,2
1101,Canada,Yemen,2004,August,6
1102,Canada,Yemen,2004,September,8
1103,Canada,Yemen,2004,November,4
1104,Canada,Yemen,2004,December,2
1105,Canada,Yemen,2005,January,8
1106,Canada,Yemen,2005,February,3
1107,Canada,Yemen,2005,April,3
1108,Canada,Yemen,2005,September,1
1109,Canada,Yemen,2005,November,1
1110,Canada,Yemen,2006,February,2
1111,Canada,Yemen,2006,April,2
1112,Canada,Yemen,2006,June,1
1113,Canada,Yemen,2006,August,2
1114,Canada,Yemen,2006,September,1
1115,Canada,Yemen,2006,October,2
1116,Canada,Yemen,2006,November,1
1117,Canada,Yemen,2007,March,1
1118,Canada,Yemen,2007,June,8
1119,Canada,Yemen,2007,September,2
1120,Canada,Yemen,2007,December,2
1121,Canada,Yemen,2008,February,1
1122,Canada,Yemen,2008,March,2
1123,Canada,Yemen,2008,May,4
1124,Canada,Yemen,2008,July,5
1125,Canada,Yemen,2008,September,1
1126,Canada,Yemen,2008,October,1
1127,Canada,Yemen,2008,November,1
1128,Canada,Yemen,2008,December,2
1129,Canada,Yemen,2009,January,1
1130,Canada,Yemen,2009,June,3
1131,Canada,Yemen,2009,September,5
1132,Canada,Yemen,2009,October,1
1133,Canada,Yemen,2009,November,1
1134,Canada,Yemen,2010,January,1
1135,Canada,Yemen,2010,February,3
1136,Canada,Yemen,2010,April,2
1137,Canada,Yemen,2010,May,2
1138,Canada,Yemen,2010,June,3
1139,Canada,Yemen,2010,August,6
1140,Canada,Yemen,2010,September,3
1141,Canada,Yemen,2010,November,1
1142,Canada,Yemen,2011,March,3
1143,Canada,Yemen,2011,April,1
1144,Canada,Yemen,2011,May,2
1145,Canada,Yemen,2011,July,2
1146,Canada,Yemen,2011,August,5
1147,Canada,Yemen,2011,September,2
1148,Canada,Yemen,2011,October,1
1149,Canada,Yemen,2012,February,6
1150,Canada,Yemen,2012,March,3
1151,Canada,Yemen,2012,April,1
1152,Canada,Yemen,2012,June,5
1153,Canada,Yemen,2012,July,6
1154,Canada,Yemen,2012,August,2
1155,Canada,Yemen,2012,September,1
1156,Canada,Yemen,2012,October,1
1157,Canada,Yemen,2013,January,1
1158,Canada,Yemen,2013,May,2
1159,Canada,Yemen,2013,June,5
1160,Canada,Yemen,2013,July,2
1161,Canada,Yemen,2013,August,9
1162,Canada,Yemen,2013,September,3
1163,Canada,Yemen,2013,October,2
1164,Canada,Yemen,2013,November,8
1165,Canada,Yemen,2013,December,1
1166,Canada,Yemen,2014,February,4
1167,Canada,Yemen,2014,March,3
1168,Canada,Yemen,2014,April,4
1169,Canada,Yemen,2014,May,1
1170,Canada,Yemen,2014,June,1
1171,Canada,Yemen,2014,July,4
1172,Canada,Yemen,2014,August,8
1173,Canada,Yemen,2014,September,5
1174,Canada,Yemen,2014,October,1
1175,Canada,Yemen,2014,November,11
1176,Canada,Yemen,2015,January,3
1177,Canada,Yemen,2015,February,2
1178,Canada,Yemen,2015,March,2
1179,Canada,Yemen,2015,April,5
1180,Canada,Yemen,2015,May,18
1181,Canada,Yemen,2015,June,34
1182,Canada,Yemen,2015,July,22
1183,Canada,Yemen,2015,August,20
1184,Canada,Yemen,2015,September,20
1185,Canada,Yemen,2015,October,16
1186,Canada,Yemen,2015,November,9
1187,Canada,Yemen,2015,December,16
1188,Canada,Yemen,2016,January,25
1189,Canada,Yemen,2016,February,20
1190,Canada,Yemen,2016,March,21
1191,Canada,Yemen,2016,April,26
1192,Canada,Yemen,2016,May,23
1193,Canada,Yemen,2016,June,19
1194,Canada,Yemen,2016,July,26
1195,Canada,Yemen,2016,August,34
1196,Canada,Yemen,2016,September,34
1197,Canada,Yemen,2016,October,16
1198,Canada,Yemen,2016,November,46
1199,Canada,Yemen,2016,December,54
1200,Canada,Yemen,2017,January,42
1201,Canada,Yemen,2017,February,64
1202,Canada,Yemen,2017,March,87
1203,Canada,Yemen,2017,April,51
1204,Canada,Yemen,2017,May,48
1205,Canada,Yemen,2017,June,72
1206,Canada,Yemen,2017,July,112
1207,Canada,Yemen,2017,August,142
1208,Canada,Yemen,2017,September,79
1209,Canada,Yemen,2017,October,100
1210,Canada,Yemen,2017,November,57
1211,Canada,Yemen,2017,December,70
1212,Canada,Yemen,2018,January,37
1213,Canada,Yemen,2018,February,35
1214,Canada,Yemen,2018,March,45
1215,Canada,Yemen,2018,April,33
1216,France,Afghanistan,1999,January,15
1217,France,Afghanistan,1999,February,14
1218,France,Afghanistan,1999,March,15
1219,France,Afghanistan,1999,April,6
1220,France,Afghanistan,1999,May,7
1221,France,Afghanistan,1999,June,11
1222,France,Afghanistan,1999,July,15
1223,France,Afghanistan,1999,August,18
1224,France,Afghanistan,1999,September,9
1225,France,Afghanistan,1999,October,17
1226,France,Afghanistan,1999,November,19
1227,France,Afghanistan,1999,December,17
1228,France,Afghanistan,2000,January,15
1229,France,Afghanistan,2000,February,22
1230,France,Afghanistan,2000,March,22
1231,France,Afghanistan,2000,April,11
1232,France,Afghanistan,2000,May,27
1233,France,Afghanistan,2000,June,21
1234,France,Afghanistan,2000,July,26
1235,France,Afghanistan,2000,August,23
1236,France,Afghanistan,2000,September,16
1237,France,Afghanistan,2000,October,27
1238,France,Afghanistan,2000,November,10
1239,France,Afghanistan,2000,December,20
1240,France,Afghanistan,2001,January,17
1241,France,Afghanistan,2001,February,32
1242,France,Afghanistan,2001,March,28
1243,France,Afghanistan,2001,April,24
1244,France,Afghanistan,2001,May,22
1245,France,Afghanistan,2001,June,11
1246,France,Afghanistan,2001,July,32
1247,France,Afghanistan,2001,August,18
1248,France,Afghanistan,2001,September,12
1249,France,Afghanistan,2001,October,35
1250,France,Afghanistan,2001,November,13
1251,France,Afghanistan,2001,December,25
1252,France,Afghanistan,2002,January,17
1253,France,Afghanistan,2002,February,14
1254,France,Afghanistan,2002,March,21
1255,France,Afghanistan,2002,April,7
1256,France,Afghanistan,2002,May,7
