,destination,Origin,Year,Month,Value,deaths
3300,Italy,Somalia,2014,June,44,1155
3301,Italy,Somalia,2014,July,103,1155
3302,Italy,Somalia,2014,August,35,1155
3303,Italy,Somalia,2014,September,23,1155
3304,Italy,Somalia,2014,October,57,1155
3305,Italy,Somalia,2014,November,66,1155
3306,Italy,Somalia,2014,December,63,1155
3307,USA,Somalia,2014,January,9,1155
3308,USA,Somalia,2014,February,16,1155
3309,USA,Somalia,2014,March,6,1155
3310,USA,Somalia,2014,April,7,1155
3311,USA,Somalia,2014,May,4,1155
3312,USA,Somalia,2014,June,5,1155
3313,USA,Somalia,2014,July,2,1155
3314,USA,Somalia,2014,August,5,1155
3315,USA,Somalia,2014,September,2,1155
3316,USA,Somalia,2014,October,4,1155
3317,USA,Somalia,2014,November,4,1155
3318,USA,Somalia,2014,December,4,1155
3319,USA,Somalia,2014,January,36,1155
3320,USA,Somalia,2014,February,45,1155
3321,USA,Somalia,2014,March,37,1155
3322,USA,Somalia,2014,April,33,1155
3323,USA,Somalia,2014,May,16,1155
3324,USA,Somalia,2014,June,35,1155
3325,USA,Somalia,2014,July,33,1155
3326,USA,Somalia,2014,August,18,1155
3327,USA,Somalia,2014,September,15,1155
3328,USA,Somalia,2014,October,24,1155
3329,USA,Somalia,2014,November,19,1155
3330,USA,Somalia,2014,December,15,1155
3331,Canada,Somalia,2015,January,26,1220
3332,Canada,Somalia,2015,February,28,1220
3333,Canada,Somalia,2015,March,12,1220
3334,Canada,Somalia,2015,April,28,1220
3335,Canada,Somalia,2015,May,26,1220
3336,Canada,Somalia,2015,June,35,1220
3337,Canada,Somalia,2015,July,45,1220
3338,Canada,Somalia,2015,August,62,1220
3339,Canada,Somalia,2015,September,72,1220
3340,Canada,Somalia,2015,October,54,1220
3341,Canada,Somalia,2015,November,67,1220
3342,Canada,Somalia,2015,December,51,1220
3343,France,Somalia,2015,January,95,1220
3344,France,Somalia,2015,February,50,1220
3345,France,Somalia,2015,March,98,1220
3346,France,Somalia,2015,April,82,1220
3347,France,Somalia,2015,May,99,1220
3348,France,Somalia,2015,June,98,1220
3349,France,Somalia,2015,July,111,1220
3350,France,Somalia,2015,August,116,1220
3351,France,Somalia,2015,September,111,1220
3352,France,Somalia,2015,October,127,1220
3353,France,Somalia,2015,November,204,1220
3354,France,Somalia,2015,December,159,1220
3355,UK,Somalia,2015,January,33,1220
3356,UK,Somalia,2015,February,39,1220
3357,UK,Somalia,2015,March,42,1220
3358,UK,Somalia,2015,April,37,1220
3359,UK,Somalia,2015,May,30,1220
3360,UK,Somalia,2015,June,39,1220
3361,UK,Somalia,2015,July,36,1220
3362,UK,Somalia,2015,August,36,1220
3363,UK,Somalia,2015,September,27,1220
3364,UK,Somalia,2015,October,42,1220
3365,UK,Somalia,2015,November,43,1220
3366,UK,Somalia,2015,December,33,1220
3367,Germany,Somalia,2015,January,391,1220
3368,Germany,Somalia,2015,February,479,1220
3369,Germany,Somalia,2015,March,339,1220
3370,Germany,Somalia,2015,April,439,1220
3371,Germany,Somalia,2015,May,452,1220
3372,Germany,Somalia,2015,June,619,1220
3373,Germany,Somalia,2015,July,556,1220
3374,Germany,Somalia,2015,August,470,1220
3375,Germany,Somalia,2015,September,437,1220
3376,Germany,Somalia,2015,October,452,1220
3377,Germany,Somalia,2015,November,348,1220
3378,Germany,Somalia,2015,December,144,1220
3379,Italy,Somalia,2015,January,48,1220
3380,Italy,Somalia,2015,February,43,1220
3381,Italy,Somalia,2015,March,73,1220
3382,Italy,Somalia,2015,April,44,1220
3383,Italy,Somalia,2015,May,91,1220
3384,Italy,Somalia,2015,June,57,1220
3385,Italy,Somalia,2015,July,109,1220
3386,Italy,Somalia,2015,August,39,1220
3387,Italy,Somalia,2015,September,34,1220
3388,Italy,Somalia,2015,October,55,1220
3389,Italy,Somalia,2015,November,62,1220
3390,Italy,Somalia,2015,December,64,1220
3391,USA,Somalia,2015,January,3,1220
3392,USA,Somalia,2015,March,9,1220
3393,USA,Somalia,2015,April,5,1220
3394,USA,Somalia,2015,May,8,1220
3395,USA,Somalia,2015,June,5,1220
3396,USA,Somalia,2015,July,9,1220
3397,USA,Somalia,2015,August,4,1220
3398,USA,Somalia,2015,September,2,1220
3399,USA,Somalia,2015,October,5,1220
3400,USA,Somalia,2015,November,2,1220
3401,USA,Somalia,2015,December,13,1220
3402,USA,Somalia,2015,January,27,1220
3403,USA,Somalia,2015,February,54,1220
3404,USA,Somalia,2015,March,102,1220
3405,USA,Somalia,2015,April,94,1220
3406,USA,Somalia,2015,May,32,1220
3407,USA,Somalia,2015,June,67,1220
3408,USA,Somalia,2015,July,59,1220
3409,USA,Somalia,2015,August,51,1220
3410,USA,Somalia,2015,September,78,1220
3411,USA,Somalia,2015,October,47,1220
3412,USA,Somalia,2015,November,57,1220
3413,USA,Somalia,2015,December,33,1220
3414,Canada,Somalia,2016,January,45,1974
3415,Canada,Somalia,2016,February,44,1974
3416,Canada,Somalia,2016,March,83,1974
3417,Canada,Somalia,2016,April,53,1974
3418,Canada,Somalia,2016,May,63,1974
3419,Canada,Somalia,2016,June,48,1974
3420,Canada,Somalia,2016,July,49,1974
3421,Canada,Somalia,2016,August,58,1974
3422,Canada,Somalia,2016,September,58,1974
3423,Canada,Somalia,2016,October,69,1974
3424,Canada,Somalia,2016,November,56,1974
3425,Canada,Somalia,2016,December,36,1974
3426,France,Somalia,2016,January,73,1974
3427,France,Somalia,2016,February,44,1974
3428,France,Somalia,2016,March,81,1974
3429,France,Somalia,2016,April,70,1974
3430,France,Somalia,2016,May,73,1974
3431,France,Somalia,2016,June,79,1974
3432,France,Somalia,2016,July,89,1974
3433,France,Somalia,2016,August,106,1974
3434,France,Somalia,2016,September,63,1974
3435,France,Somalia,2016,October,75,1974
3436,France,Somalia,2016,November,76,1974
3437,UK,Somalia,2016,January,23,1974
3438,UK,Somalia,2016,February,23,1974
3439,UK,Somalia,2016,March,27,1974
3440,UK,Somalia,2016,April,44,1974
3441,UK,Somalia,2016,May,47,1974
3442,UK,Somalia,2016,June,32,1974
3443,UK,Somalia,2016,July,28,1974
3444,UK,Somalia,2016,August,33,1974
3445,UK,Somalia,2016,September,41,1974
3446,UK,Somalia,2016,October,34,1974
3447,UK,Somalia,2016,November,27,1974
3448,UK,Somalia,2016,December,32,1974
3449,Germany,Somalia,2016,January,264,1974
3450,Germany,Somalia,2016,February,359,1974
3451,Germany,Somalia,2016,March,413,1974
3452,Germany,Somalia,2016,April,603,1974
3453,Germany,Somalia,2016,May,649,1974
3454,Germany,Somalia,2016,June,1217,1974
3455,Germany,Somalia,2016,July,1290,1974
3456,Germany,Somalia,2016,August,1336,1974
3457,Germany,Somalia,2016,September,1320,1974
3458,Germany,Somalia,2016,October,955,1974
3459,Germany,Somalia,2016,November,818,1974
3460,Germany,Somalia,2016,December,627,1974
3461,Italy,Somalia,2016,January,84,1974
3462,Italy,Somalia,2016,February,78,1974
3463,Italy,Somalia,2016,March,143,1974
3464,Italy,Somalia,2016,April,184,1974
3465,Italy,Somalia,2016,May,196,1974
3466,Italy,Somalia,2016,June,213,1974
3467,Italy,Somalia,2016,July,193,1974
3468,Italy,Somalia,2016,August,178,1974
3469,Italy,Somalia,2016,September,310,1974
3470,Italy,Somalia,2016,October,390,1974
3471,Italy,Somalia,2016,November,205,1974
3472,Italy,Somalia,2016,December,231,1974
3473,USA,Somalia,2016,February,12,1974
3474,USA,Somalia,2016,March,9,1974
3475,USA,Somalia,2016,April,10,1974
3476,USA,Somalia,2016,May,3,1974
3477,USA,Somalia,2016,June,3,1974
3478,USA,Somalia,2016,July,3,1974
3479,USA,Somalia,2016,August,4,1974
3480,USA,Somalia,2016,September,7,1974
3481,USA,Somalia,2016,October,2,1974
3482,USA,Somalia,2016,November,9,1974
3483,USA,Somalia,2016,December,5,1974
3484,USA,Somalia,2016,January,44,1974
3485,USA,Somalia,2016,February,30,1974
3486,USA,Somalia,2016,March,66,1974
3487,USA,Somalia,2016,April,46,1974
3488,USA,Somalia,2016,May,35,1974
3489,USA,Somalia,2016,June,35,1974
3490,USA,Somalia,2016,July,16,1974
3491,USA,Somalia,2016,August,25,1974
3492,USA,Somalia,2016,September,25,1974
3493,USA,Somalia,2016,October,35,1974
3494,USA,Somalia,2016,November,25,1974
3495,USA,Somalia,2016,December,17,1974
3496,Canada,Somalia,2017,January,40,1837
3497,Canada,Somalia,2017,February,134,1837
3498,Canada,Somalia,2017,March,108,1837
3499,Canada,Somalia,2017,April,99,1837
3500,Canada,Somalia,2017,May,79,1837
3501,Canada,Somalia,2017,June,79,1837
3502,Canada,Somalia,2017,July,79,1837
3503,Canada,Somalia,2017,August,67,1837
3504,Canada,Somalia,2017,September,65,1837
3505,Canada,Somalia,2017,October,59,1837
3506,Canada,Somalia,2017,November,49,1837
3507,Canada,Somalia,2017,December,26,1837
3508,France,Somalia,2017,January,57,1837
3509,France,Somalia,2017,February,49,1837
3510,France,Somalia,2017,March,53,1837
3511,France,Somalia,2017,April,44,1837
3512,France,Somalia,2017,May,50,1837
3513,France,Somalia,2017,June,68,1837
3514,France,Somalia,2017,July,81,1837
3515,France,Somalia,2017,August,82,1837
3516,France,Somalia,2017,September,121,1837
3517,France,Somalia,2017,October,93,1837
3518,France,Somalia,2017,November,100,1837
3519,France,Somalia,2017,December,100,1837
3520,UK,Somalia,2017,January,28,1837
3521,UK,Somalia,2017,February,27,1837
3522,UK,Somalia,2017,March,30,1837
3523,UK,Somalia,2017,April,25,1837
3524,UK,Somalia,2017,May,30,1837
3525,UK,Somalia,2017,June,23,1837
3526,UK,Somalia,2017,July,28,1837
3527,UK,Somalia,2017,August,22,1837
3528,UK,Somalia,2017,September,36,1837
3529,UK,Somalia,2017,October,34,1837
3530,UK,Somalia,2017,November,29,1837
3531,UK,Somalia,2017,December,26,1837
3532,Germany,Somalia,2017,January,584,1837
3533,Germany,Somalia,2017,February,550,1837
3534,Germany,Somalia,2017,March,595,1837
3535,Germany,Somalia,2017,April,431,1837
3536,Germany,Somalia,2017,May,539,1837
3537,Germany,Somalia,2017,June,466,1837
3538,Germany,Somalia,2017,July,584,1837
3539,Germany,Somalia,2017,August,673,1837
3540,Germany,Somalia,2017,September,479,1837
3541,Germany,Somalia,2017,October,475,1837
3542,Germany,Somalia,2017,November,561,1837
3543,Germany,Somalia,2017,December,439,1837
3544,Italy,Somalia,2017,January,224,1837
3545,Italy,Somalia,2017,February,255,1837
3546,Italy,Somalia,2017,March,215,1837
3547,Italy,Somalia,2017,April,193,1837
3548,Italy,Somalia,2017,May,213,1837
3549,Italy,Somalia,2017,June,197,1837
3550,Italy,Somalia,2017,July,158,1837
3551,Italy,Somalia,2017,August,115,1837
3552,Italy,Somalia,2017,September,135,1837
3553,Italy,Somalia,2017,October,133,1837
3554,Italy,Somalia,2017,November,115,1837
3555,Italy,Somalia,2017,December,55,1837
3556,USA,Somalia,2017,January,*,1837
3557,USA,Somalia,2017,February,*,1837
3558,USA,Somalia,2017,March,*,1837
3559,USA,Somalia,2017,April,8,1837
3560,USA,Somalia,2017,May,6,1837
3561,USA,Somalia,2017,June,*,1837
3562,USA,Somalia,2017,July,*,1837
3563,USA,Somalia,2017,August,5,1837
3564,USA,Somalia,2017,September,*,1837
3565,USA,Somalia,2017,October,*,1837
3566,USA,Somalia,2017,November,*,1837
3567,USA,Somalia,2017,December,*,1837
3568,USA,Somalia,2017,January,33,1837
3569,USA,Somalia,2017,February,27,1837
3570,USA,Somalia,2017,March,21,1837
3571,USA,Somalia,2017,April,25,1837
3572,USA,Somalia,2017,May,22,1837
3573,USA,Somalia,2017,June,25,1837
3574,USA,Somalia,2017,July,23,1837
3575,USA,Somalia,2017,August,18,1837
3576,USA,Somalia,2017,September,14,1837
3577,USA,Somalia,2017,October,12,1837
3578,USA,Somalia,2017,November,10,1837
3579,USA,Somalia,2017,December,8,1837
3580,Canada,Sudan,2000,January,29,2841
3581,Canada,Sudan,2000,February,17,2841
3582,Canada,Sudan,2000,March,13,2841
3583,Canada,Sudan,2000,April,10,2841
3584,Canada,Sudan,2000,May,28,2841
3585,Canada,Sudan,2000,June,23,2841
3586,Canada,Sudan,2000,July,54,2841
3587,Canada,Sudan,2000,August,58,2841
3588,Canada,Sudan,2000,September,53,2841
3589,Canada,Sudan,2000,October,60,2841
3590,Canada,Sudan,2000,November,21,2841
3591,Canada,Sudan,2000,December,13,2841
3592,France,Sudan,2000,January,5,2841
3593,France,Sudan,2000,February,9,2841
3594,France,Sudan,2000,March,17,2841
3595,France,Sudan,2000,April,3,2841
3596,France,Sudan,2000,May,7,2841
3597,France,Sudan,2000,June,8,2841
3598,France,Sudan,2000,July,4,2841
3599,France,Sudan,2000,August,8,2841
3600,France,Sudan,2000,September,10,2841
3601,France,Sudan,2000,October,5,2841
3602,France,Sudan,2000,November,6,2841
3603,France,Sudan,2000,December,5,2841
3604,UK,Sudan,2000,January,40,2841
3605,UK,Sudan,2000,February,20,2841
3606,UK,Sudan,2000,March,25,2841
3607,UK,Sudan,2000,April,30,2841
3608,UK,Sudan,2000,May,35,2841
3609,UK,Sudan,2000,June,20,2841
3610,UK,Sudan,2000,July,25,2841
3611,UK,Sudan,2000,August,40,2841
3612,UK,Sudan,2000,September,40,2841
3613,UK,Sudan,2000,October,40,2841
3614,UK,Sudan,2000,November,40,2841
3615,UK,Sudan,2000,December,35,2841
3616,Germany,Sudan,2000,January,13,2841
3617,Germany,Sudan,2000,February,14,2841
3618,Germany,Sudan,2000,March,21,2841
3619,Germany,Sudan,2000,April,15,2841
3620,Germany,Sudan,2000,May,20,2841
3621,Germany,Sudan,2000,June,8,2841
3622,Germany,Sudan,2000,July,14,2841
3623,Germany,Sudan,2000,August,13,2841
3624,Germany,Sudan,2000,September,13,2841
3625,Germany,Sudan,2000,October,18,2841
3626,Germany,Sudan,2000,November,17,2841
3627,Germany,Sudan,2000,December,16,2841
3628,USA,Sudan,2000,January,53,2841
3629,USA,Sudan,2000,February,41,2841
3630,USA,Sudan,2000,March,55,2841
3631,USA,Sudan,2000,April,46,2841
3632,USA,Sudan,2000,May,45,2841
3633,USA,Sudan,2000,June,38,2841
3634,USA,Sudan,2000,July,32,2841
3635,USA,Sudan,2000,August,71,2841
3636,USA,Sudan,2000,September,45,2841
3637,USA,Sudan,2000,October,34,2841
3638,USA,Sudan,2000,November,58,2841
3639,USA,Sudan,2000,December,49,2841
3640,USA,Sudan,2000,January,3,2841
3641,USA,Sudan,2000,February,10,2841
3642,USA,Sudan,2000,March,11,2841
3643,USA,Sudan,2000,April,9,2841
3644,USA,Sudan,2000,May,7,2841
3645,USA,Sudan,2000,June,3,2841
3646,USA,Sudan,2000,July,5,2841
3647,USA,Sudan,2000,August,3,2841
3648,USA,Sudan,2000,September,9,2841
3649,USA,Sudan,2000,October,6,2841
3650,USA,Sudan,2000,November,4,2841
3651,USA,Sudan,2000,December,6,2841
3652,Canada,Sudan,2001,January,46,3597
3653,Canada,Sudan,2001,February,20,3597
3654,Canada,Sudan,2001,March,35,3597
3655,Canada,Sudan,2001,April,9,3597
3656,Canada,Sudan,2001,May,14,3597
3657,Canada,Sudan,2001,June,38,3597
3658,Canada,Sudan,2001,July,55,3597
3659,Canada,Sudan,2001,August,43,3597
3660,Canada,Sudan,2001,September,53,3597
3661,Canada,Sudan,2001,October,30,3597
3662,Canada,Sudan,2001,November,26,3597
3663,Canada,Sudan,2001,December,12,3597
3664,France,Sudan,2001,January,7,3597
3665,France,Sudan,2001,February,20,3597
3666,France,Sudan,2001,March,15,3597
3667,France,Sudan,2001,April,3,3597
3668,France,Sudan,2001,May,5,3597
3669,France,Sudan,2001,June,6,3597
3670,France,Sudan,2001,July,3,3597
3671,France,Sudan,2001,August,3,3597
3672,France,Sudan,2001,September,7,3597
3673,France,Sudan,2001,October,12,3597
3674,France,Sudan,2001,November,7,3597
3675,France,Sudan,2001,December,10,3597
3676,UK,Sudan,2001,January,50,3597
3677,UK,Sudan,2001,February,30,3597
3678,UK,Sudan,2001,March,35,3597
3679,UK,Sudan,2001,April,25,3597
3680,UK,Sudan,2001,May,15,3597
3681,UK,Sudan,2001,June,20,3597
3682,UK,Sudan,2001,July,30,3597
3683,UK,Sudan,2001,August,55,3597
3684,UK,Sudan,2001,September,40,3597
3685,UK,Sudan,2001,October,40,3597
3686,UK,Sudan,2001,November,30,3597
3687,UK,Sudan,2001,December,15,3597
3688,Germany,Sudan,2001,January,18,3597
3689,Germany,Sudan,2001,February,13,3597
3690,Germany,Sudan,2001,March,17,3597
3691,Germany,Sudan,2001,April,15,3597
3692,Germany,Sudan,2001,May,10,3597
3693,Germany,Sudan,2001,June,23,3597
3694,Germany,Sudan,2001,July,14,3597
3695,Germany,Sudan,2001,August,24,3597
3696,Germany,Sudan,2001,September,17,3597
3697,Germany,Sudan,2001,October,21,3597
3698,Germany,Sudan,2001,November,25,3597
3699,Germany,Sudan,2001,December,32,3597
3700,USA,Sudan,2001,January,75,3597
3701,USA,Sudan,2001,February,45,3597
3702,USA,Sudan,2001,March,48,3597
3703,USA,Sudan,2001,April,29,3597
3704,USA,Sudan,2001,May,47,3597
3705,USA,Sudan,2001,June,50,3597
3706,USA,Sudan,2001,July,49,3597
3707,USA,Sudan,2001,August,62,3597
3708,USA,Sudan,2001,September,86,3597
3709,USA,Sudan,2001,October,55,3597
3710,USA,Sudan,2001,November,69,3597
3711,USA,Sudan,2001,December,67,3597
3712,USA,Sudan,2001,January,8,3597
3713,USA,Sudan,2001,February,6,3597
3714,USA,Sudan,2001,March,3,3597
3715,USA,Sudan,2001,April,12,3597
3716,USA,Sudan,2001,May,19,3597
3717,USA,Sudan,2001,June,10,3597
3718,USA,Sudan,2001,July,9,3597
3719,USA,Sudan,2001,August,9,3597
3720,USA,Sudan,2001,September,13,3597
3721,USA,Sudan,2001,October,12,3597
3722,USA,Sudan,2001,November,11,3597
3723,USA,Sudan,2001,December,9,3597
3724,Canada,Sudan,2002,January,12,3107
3725,Canada,Sudan,2002,February,20,3107
3726,Canada,Sudan,2002,March,9,3107
3727,Canada,Sudan,2002,April,8,3107
3728,Canada,Sudan,2002,May,10,3107
3729,Canada,Sudan,2002,June,24,3107
3730,Canada,Sudan,2002,July,18,3107
3731,Canada,Sudan,2002,August,15,3107
3732,Canada,Sudan,2002,September,13,3107
3733,Canada,Sudan,2002,October,19,3107
3734,Canada,Sudan,2002,November,8,3107
3735,Canada,Sudan,2002,December,14,3107
3736,France,Sudan,2002,January,5,3107
3737,France,Sudan,2002,February,9,3107
3738,France,Sudan,2002,March,15,3107
3739,France,Sudan,2002,April,5,3107
3740,France,Sudan,2002,May,9,3107
3741,France,Sudan,2002,June,4,3107
3742,France,Sudan,2002,July,21,3107
3743,France,Sudan,2002,August,9,3107
3744,France,Sudan,2002,September,11,3107
3745,France,Sudan,2002,October,22,3107
3746,France,Sudan,2002,November,16,3107
3747,France,Sudan,2002,December,10,3107
3748,UK,Sudan,2002,January,43,3107
3749,UK,Sudan,2002,February,25,3107
3750,UK,Sudan,2002,March,31,3107
3751,UK,Sudan,2002,April,36,3107
3752,UK,Sudan,2002,May,44,3107
3753,UK,Sudan,2002,June,49,3107
3754,UK,Sudan,2002,July,85,3107
3755,UK,Sudan,2002,August,64,3107
3756,UK,Sudan,2002,September,94,3107
3757,UK,Sudan,2002,October,127,3107
3758,UK,Sudan,2002,November,86,3107
3759,UK,Sudan,2002,December,85,3107
3760,Germany,Sudan,2002,January,31,3107
3761,Germany,Sudan,2002,February,23,3107
3762,Germany,Sudan,2002,March,24,3107
3763,Germany,Sudan,2002,April,31,3107
3764,Germany,Sudan,2002,May,24,3107
3765,Germany,Sudan,2002,June,24,3107
3766,Germany,Sudan,2002,July,21,3107
3767,Germany,Sudan,2002,August,22,3107
3768,Germany,Sudan,2002,September,26,3107
3769,Germany,Sudan,2002,October,47,3107
3770,Germany,Sudan,2002,November,24,3107
3771,Germany,Sudan,2002,December,28,3107
3772,USA,Sudan,2002,January,51,3107
3773,USA,Sudan,2002,February,29,3107
3774,USA,Sudan,2002,March,37,3107
3775,USA,Sudan,2002,April,33,3107
3776,USA,Sudan,2002,May,29,3107
3777,USA,Sudan,2002,June,26,3107
3778,USA,Sudan,2002,July,24,3107
3779,USA,Sudan,2002,August,46,3107
3780,USA,Sudan,2002,September,10,3107
3781,USA,Sudan,2002,October,17,3107
3782,USA,Sudan,2002,November,15,3107
3783,USA,Sudan,2002,December,25,3107
3784,USA,Sudan,2002,January,8,3107
3785,USA,Sudan,2002,February,4,3107
3786,USA,Sudan,2002,March,12,3107
3787,USA,Sudan,2002,April,4,3107
3788,USA,Sudan,2002,May,4,3107
3789,USA,Sudan,2002,June,2,3107
3790,USA,Sudan,2002,July,6,3107
3791,USA,Sudan,2002,August,4,3107
3792,USA,Sudan,2002,September,8,3107
3793,USA,Sudan,2002,October,5,3107
3794,USA,Sudan,2002,November,7,3107
3795,USA,Sudan,2002,December,7,3107
3796,Canada,Sudan,2003,January,7,2641
3797,Canada,Sudan,2003,February,10,2641
3798,Canada,Sudan,2003,March,7,2641
3799,Canada,Sudan,2003,April,5,2641
3800,Canada,Sudan,2003,May,7,2641
3801,Canada,Sudan,2003,June,14,2641
3802,Canada,Sudan,2003,July,6,2641
3803,Canada,Sudan,2003,August,9,2641
3804,Canada,Sudan,2003,September,8,2641
3805,Canada,Sudan,2003,October,26,2641
3806,Canada,Sudan,2003,November,14,2641
3807,Canada,Sudan,2003,December,5,2641
3808,France,Sudan,2003,January,14,2641
3809,France,Sudan,2003,February,18,2641
3810,France,Sudan,2003,March,23,2641
3811,France,Sudan,2003,April,30,2641
3812,France,Sudan,2003,May,13,2641
3813,France,Sudan,2003,June,14,2641
3814,France,Sudan,2003,July,65,2641
3815,France,Sudan,2003,August,45,2641
3816,France,Sudan,2003,September,53,2641
3817,France,Sudan,2003,October,61,2641
3818,France,Sudan,2003,November,39,2641
3819,France,Sudan,2003,December,27,2641
3820,UK,Sudan,2003,January,59,2641
3821,UK,Sudan,2003,February,20,2641
3822,UK,Sudan,2003,March,36,2641
3823,UK,Sudan,2003,April,22,2641
3824,UK,Sudan,2003,May,51,2641
3825,UK,Sudan,2003,June,91,2641
3826,UK,Sudan,2003,July,112,2641
3827,UK,Sudan,2003,August,137,2641
3828,UK,Sudan,2003,September,112,2641
3829,UK,Sudan,2003,October,149,2641
3830,UK,Sudan,2003,November,103,2641
3831,UK,Sudan,2003,December,159,2641
3832,Germany,Sudan,2003,January,57,2641
3833,Germany,Sudan,2003,February,34,2641
3834,Germany,Sudan,2003,March,33,2641
3835,Germany,Sudan,2003,April,44,2641
3836,Germany,Sudan,2003,May,21,2641
3837,Germany,Sudan,2003,June,22,2641
3838,Germany,Sudan,2003,July,21,2641
3839,Germany,Sudan,2003,August,15,2641
3840,Germany,Sudan,2003,September,19,2641
3841,Germany,Sudan,2003,October,20,2641
3842,Germany,Sudan,2003,November,22,2641
3843,Germany,Sudan,2003,December,19,2641
3844,USA,Sudan,2003,January,14,2641
3845,USA,Sudan,2003,February,10,2641
3846,USA,Sudan,2003,March,7,2641
3847,USA,Sudan,2003,April,14,2641
3848,USA,Sudan,2003,May,17,2641
3849,USA,Sudan,2003,July,11,2641
3850,USA,Sudan,2003,August,7,2641
3851,USA,Sudan,2003,September,7,2641
3852,USA,Sudan,2003,October,9,2641
3853,USA,Sudan,2003,January,3,2641
3854,USA,Sudan,2003,February,3,2641
3855,USA,Sudan,2003,March,3,2641
3856,USA,Sudan,2003,April,3,2641
3857,USA,Sudan,2003,May,2,2641
3858,USA,Sudan,2003,June,6,2641
3859,USA,Sudan,2003,July,5,2641
3860,USA,Sudan,2003,August,2,2641
3861,USA,Sudan,2003,September,1,2641
3862,USA,Sudan,2003,October,10,2641
3863,USA,Sudan,2003,November,1,2641
3864,USA,Sudan,2003,December,3,2641
3865,Canada,Sudan,2004,January,6,4888
3866,Canada,Sudan,2004,February,7,4888
3867,Canada,Sudan,2004,March,5,4888
3868,Canada,Sudan,2004,April,4,4888
3869,Canada,Sudan,2004,May,7,4888
3870,Canada,Sudan,2004,June,9,4888
3871,Canada,Sudan,2004,July,3,4888
3872,Canada,Sudan,2004,August,8,4888
3873,Canada,Sudan,2004,September,5,4888
3874,Canada,Sudan,2004,October,7,4888
3875,Canada,Sudan,2004,November,5,4888
3876,Canada,Sudan,2004,December,3,4888
3877,France,Sudan,2004,January,12,4888
3878,France,Sudan,2004,February,11,4888
3879,France,Sudan,2004,March,12,4888
3880,France,Sudan,2004,April,15,4888
3881,France,Sudan,2004,May,16,4888
3882,France,Sudan,2004,June,20,4888
3883,France,Sudan,2004,July,13,4888
3884,France,Sudan,2004,August,22,4888
3885,France,Sudan,2004,September,51,4888
3886,France,Sudan,2004,October,33,4888
3887,France,Sudan,2004,November,29,4888
3888,France,Sudan,2004,December,52,4888
3889,UK,Sudan,2004,January,106,4888
3890,UK,Sudan,2004,February,78,4888
3891,UK,Sudan,2004,March,99,4888
3892,UK,Sudan,2004,April,138,4888
3893,UK,Sudan,2004,May,92,4888
3894,UK,Sudan,2004,June,100,4888
3895,UK,Sudan,2004,July,142,4888
3896,UK,Sudan,2004,August,100,4888
3897,UK,Sudan,2004,September,154,4888
3898,UK,Sudan,2004,October,130,4888
3899,UK,Sudan,2004,November,145,4888
3900,UK,Sudan,2004,December,161,4888
3901,Germany,Sudan,2004,January,14,4888
3902,Germany,Sudan,2004,February,18,4888
3903,Germany,Sudan,2004,March,20,4888
3904,Germany,Sudan,2004,April,21,4888
3905,Germany,Sudan,2004,May,38,4888
3906,Germany,Sudan,2004,June,34,4888
3907,Germany,Sudan,2004,July,54,4888
3908,Germany,Sudan,2004,August,52,4888
3909,Germany,Sudan,2004,September,74,4888
3910,Germany,Sudan,2004,October,63,4888
3911,Germany,Sudan,2004,November,52,4888
3912,Germany,Sudan,2004,December,50,4888
3913,USA,Sudan,2004,February,8,4888
3914,USA,Sudan,2004,March,8,4888
3915,USA,Sudan,2004,April,10,4888
3916,USA,Sudan,2004,June,10,4888
3917,USA,Sudan,2004,August,6,4888
3918,USA,Sudan,2004,October,7,4888
3919,USA,Sudan,2004,November,6,4888
3920,USA,Sudan,2004,December,5,4888
3921,USA,Sudan,2004,January,3,4888
3922,USA,Sudan,2004,February,1,4888
3923,USA,Sudan,2004,March,8,4888
3924,USA,Sudan,2004,April,4,4888
3925,USA,Sudan,2004,May,1,4888
3926,USA,Sudan,2004,June,3,4888
3927,USA,Sudan,2004,July,3,4888
3928,USA,Sudan,2004,August,6,4888
3929,USA,Sudan,2004,September,2,4888
3930,USA,Sudan,2004,October,5,4888
3931,USA,Sudan,2004,November,3,4888
3932,Canada,Sudan,2005,January,4,856
3933,Canada,Sudan,2005,February,3,856
3934,Canada,Sudan,2005,March,2,856
3935,Canada,Sudan,2005,April,2,856
3936,Canada,Sudan,2005,May,3,856
3937,Canada,Sudan,2005,June,1,856
3938,Canada,Sudan,2005,July,6,856
3939,Canada,Sudan,2005,August,5,856
3940,Canada,Sudan,2005,September,3,856
3941,Canada,Sudan,2005,November,5,856
3942,Canada,Sudan,2005,December,3,856
3943,France,Sudan,2005,January,34,856
3944,France,Sudan,2005,February,42,856
3945,France,Sudan,2005,March,56,856
3946,France,Sudan,2005,April,29,856
3947,France,Sudan,2005,May,44,856
3948,France,Sudan,2005,June,26,856
3949,France,Sudan,2005,July,18,856
3950,France,Sudan,2005,August,25,856
3951,France,Sudan,2005,September,38,856
3952,France,Sudan,2005,October,34,856
3953,France,Sudan,2005,November,16,856
3954,France,Sudan,2005,December,40,856
3955,UK,Sudan,2005,January,117,856
3956,UK,Sudan,2005,February,102,856
3957,UK,Sudan,2005,March,73,856
3958,UK,Sudan,2005,April,93,856
3959,UK,Sudan,2005,May,58,856
