,destination,Origin,Year,Month,Value,deaths
1856,UK,Myanmar,2008,February,17,64
1857,UK,Myanmar,2008,March,17,64
1858,UK,Myanmar,2008,April,19,64
1859,UK,Myanmar,2008,May,24,64
1860,UK,Myanmar,2008,June,33,64
1861,UK,Myanmar,2008,July,12,64
1862,UK,Myanmar,2008,August,15,64
1863,UK,Myanmar,2008,September,17,64
1864,UK,Myanmar,2008,October,9,64
1865,UK,Myanmar,2008,November,8,64
1866,UK,Myanmar,2008,December,19,64
1867,Germany,Myanmar,2008,January,13,64
1868,Germany,Myanmar,2008,February,13,64
1869,Germany,Myanmar,2008,March,9,64
1870,Germany,Myanmar,2008,April,6,64
1871,Germany,Myanmar,2008,May,8,64
1872,Germany,Myanmar,2008,June,2,64
1873,Germany,Myanmar,2008,July,3,64
1874,Germany,Myanmar,2008,August,11,64
1875,Germany,Myanmar,2008,September,3,64
1876,Germany,Myanmar,2008,October,3,64
1877,Germany,Myanmar,2008,November,1,64
1878,Germany,Myanmar,2008,December,2,64
1879,Italy,Myanmar,2008,February,3,64
1880,Italy,Myanmar,2008,March,2,64
1881,Italy,Myanmar,2008,May,3,64
1882,Italy,Myanmar,2008,June,1,64
1883,Italy,Myanmar,2008,July,2,64
1884,Italy,Myanmar,2008,November,2,64
1885,USA,Myanmar,2008,January,16,64
1886,USA,Myanmar,2008,February,15,64
1887,USA,Myanmar,2008,March,16,64
1888,USA,Myanmar,2008,April,19,64
1889,USA,Myanmar,2008,May,8,64
1890,USA,Myanmar,2008,June,11,64
1891,USA,Myanmar,2008,July,30,64
1892,USA,Myanmar,2008,August,21,64
1893,USA,Myanmar,2008,September,18,64
1894,USA,Myanmar,2008,October,30,64
1895,USA,Myanmar,2008,November,20,64
1896,USA,Myanmar,2008,December,11,64
1897,USA,Myanmar,2008,January,14,64
1898,USA,Myanmar,2008,February,18,64
1899,USA,Myanmar,2008,March,13,64
1900,USA,Myanmar,2008,April,11,64
1901,USA,Myanmar,2008,May,19,64
1902,USA,Myanmar,2008,June,7,64
1903,USA,Myanmar,2008,July,9,64
1904,USA,Myanmar,2008,August,5,64
1905,USA,Myanmar,2008,September,11,64
1906,USA,Myanmar,2008,October,5,64
1907,USA,Myanmar,2008,November,10,64
1908,USA,Myanmar,2008,December,8,64
1909,Canada,Myanmar,2009,January,1,190
1910,Canada,Myanmar,2009,March,1,190
1911,Canada,Myanmar,2009,June,1,190
1912,Canada,Myanmar,2009,August,3,190
1913,Canada,Myanmar,2009,September,1,190
1914,Canada,Myanmar,2009,November,2,190
1915,Canada,Myanmar,2009,December,1,190
1916,France,Myanmar,2009,January,3,190
1917,France,Myanmar,2009,February,2,190
1918,France,Myanmar,2009,March,5,190
1919,France,Myanmar,2009,April,3,190
1920,France,Myanmar,2009,May,1,190
1921,France,Myanmar,2009,June,3,190
1922,France,Myanmar,2009,July,2,190
1923,France,Myanmar,2009,August,2,190
1924,France,Myanmar,2009,September,5,190
1925,France,Myanmar,2009,October,3,190
1926,France,Myanmar,2009,November,1,190
1927,France,Myanmar,2009,December,5,190
1928,UK,Myanmar,2009,January,14,190
1929,UK,Myanmar,2009,February,8,190
1930,UK,Myanmar,2009,March,15,190
1931,UK,Myanmar,2009,April,22,190
1932,UK,Myanmar,2009,May,11,190
1933,UK,Myanmar,2009,June,18,190
1934,UK,Myanmar,2009,July,30,190
1935,UK,Myanmar,2009,August,27,190
1936,UK,Myanmar,2009,September,14,190
1937,UK,Myanmar,2009,October,26,190
1938,UK,Myanmar,2009,November,21,190
1939,UK,Myanmar,2009,December,17,190
1940,Germany,Myanmar,2009,January,4,190
1941,Germany,Myanmar,2009,February,2,190
1942,Germany,Myanmar,2009,March,18,190
1943,Germany,Myanmar,2009,April,9,190
1944,Germany,Myanmar,2009,May,4,190
1945,Germany,Myanmar,2009,June,1,190
1946,Germany,Myanmar,2009,July,5,190
1947,Germany,Myanmar,2009,August,1,190
1948,Germany,Myanmar,2009,September,3,190
1949,Germany,Myanmar,2009,October,9,190
1950,Germany,Myanmar,2009,November,3,190
1951,Germany,Myanmar,2009,December,6,190
1952,USA,Myanmar,2009,January,17,190
1953,USA,Myanmar,2009,February,12,190
1954,USA,Myanmar,2009,March,25,190
1955,USA,Myanmar,2009,April,19,190
1956,USA,Myanmar,2009,May,13,190
1957,USA,Myanmar,2009,June,21,190
1958,USA,Myanmar,2009,July,14,190
1959,USA,Myanmar,2009,August,18,190
1960,USA,Myanmar,2009,September,18,190
1961,USA,Myanmar,2009,October,21,190
1962,USA,Myanmar,2009,November,13,190
1963,USA,Myanmar,2009,December,16,190
1964,USA,Myanmar,2009,January,4,190
1965,USA,Myanmar,2009,February,6,190
1966,USA,Myanmar,2009,March,4,190
1967,USA,Myanmar,2009,April,10,190
1968,USA,Myanmar,2009,May,10,190
1969,USA,Myanmar,2009,June,5,190
1970,USA,Myanmar,2009,July,5,190
1971,USA,Myanmar,2009,August,2,190
1972,USA,Myanmar,2009,September,8,190
1973,USA,Myanmar,2009,October,2,190
1974,USA,Myanmar,2009,November,3,190
1975,USA,Myanmar,2009,December,6,190
1976,Canada,Myanmar,2010,June,2,157
1977,Canada,Myanmar,2010,July,1,157
1978,Canada,Myanmar,2010,September,1,157
1979,Canada,Myanmar,2010,October,4,157
1980,Canada,Myanmar,2010,December,2,157
1981,France,Myanmar,2010,January,5,157
1982,France,Myanmar,2010,February,4,157
1983,France,Myanmar,2010,March,9,157
1984,France,Myanmar,2010,April,4,157
1985,France,Myanmar,2010,May,14,157
1986,France,Myanmar,2010,June,9,157
1987,France,Myanmar,2010,July,4,157
1988,France,Myanmar,2010,August,7,157
1989,France,Myanmar,2010,September,3,157
1990,France,Myanmar,2010,October,9,157
1991,France,Myanmar,2010,November,7,157
1992,France,Myanmar,2010,December,10,157
1993,UK,Myanmar,2010,January,24,157
1994,UK,Myanmar,2010,February,17,157
1995,UK,Myanmar,2010,March,34,157
1996,UK,Myanmar,2010,April,24,157
1997,UK,Myanmar,2010,May,16,157
1998,UK,Myanmar,2010,June,27,157
1999,UK,Myanmar,2010,July,15,157
2000,UK,Myanmar,2010,August,23,157
2001,UK,Myanmar,2010,September,20,157
2002,UK,Myanmar,2010,October,19,157
2003,UK,Myanmar,2010,November,43,157
2004,UK,Myanmar,2010,December,16,157
2005,Germany,Myanmar,2010,January,9,157
2006,Germany,Myanmar,2010,March,2,157
2007,Germany,Myanmar,2010,April,2,157
2008,Germany,Myanmar,2010,May,5,157
2009,Germany,Myanmar,2010,June,2,157
2010,Germany,Myanmar,2010,July,8,157
2011,Germany,Myanmar,2010,August,15,157
2012,Germany,Myanmar,2010,September,23,157
2013,Germany,Myanmar,2010,October,10,157
2014,Germany,Myanmar,2010,November,15,157
2015,Germany,Myanmar,2010,December,5,157
2016,Italy,Myanmar,2010,February,4,157
2017,Italy,Myanmar,2010,May,1,157
2018,Italy,Myanmar,2010,November,1,157
2019,USA,Myanmar,2010,January,18,157
2020,USA,Myanmar,2010,February,7,157
2021,USA,Myanmar,2010,March,21,157
2022,USA,Myanmar,2010,April,10,157
2023,USA,Myanmar,2010,May,11,157
2024,USA,Myanmar,2010,June,20,157
2025,USA,Myanmar,2010,July,27,157
2026,USA,Myanmar,2010,August,26,157
2027,USA,Myanmar,2010,September,13,157
2028,USA,Myanmar,2010,October,13,157
2029,USA,Myanmar,2010,November,17,157
2030,USA,Myanmar,2010,December,17,157
2031,USA,Myanmar,2010,January,7,157
2032,USA,Myanmar,2010,February,1,157
2033,USA,Myanmar,2010,March,2,157
2034,USA,Myanmar,2010,April,8,157
2035,USA,Myanmar,2010,May,3,157
2036,USA,Myanmar,2010,June,3,157
2037,USA,Myanmar,2010,July,4,157
2038,USA,Myanmar,2010,August,1,157
2039,USA,Myanmar,2010,September,3,157
2040,USA,Myanmar,2010,October,1,157
2041,USA,Myanmar,2010,November,1,157
2042,USA,Myanmar,2010,December,5,157
2043,Canada,Myanmar,2011,January,1,713
2044,Canada,Myanmar,2011,August,1,713
2045,Canada,Myanmar,2011,November,5,713
2046,France,Myanmar,2011,January,4,713
2047,France,Myanmar,2011,February,7,713
2048,France,Myanmar,2011,March,6,713
2049,France,Myanmar,2011,April,5,713
2050,France,Myanmar,2011,May,5,713
2051,France,Myanmar,2011,June,8,713
2052,France,Myanmar,2011,July,7,713
2053,France,Myanmar,2011,August,11,713
2054,France,Myanmar,2011,September,6,713
2055,France,Myanmar,2011,October,8,713
2056,France,Myanmar,2011,November,10,713
2057,France,Myanmar,2011,December,13,713
2058,UK,Myanmar,2011,January,21,713
2059,UK,Myanmar,2011,February,19,713
2060,UK,Myanmar,2011,March,5,713
2061,UK,Myanmar,2011,April,15,713
2062,UK,Myanmar,2011,May,15,713
2063,UK,Myanmar,2011,June,12,713
2064,UK,Myanmar,2011,July,22,713
2065,UK,Myanmar,2011,August,8,713
2066,UK,Myanmar,2011,September,23,713
2067,UK,Myanmar,2011,October,11,713
2068,UK,Myanmar,2011,November,27,713
2069,UK,Myanmar,2011,December,15,713
2070,Germany,Myanmar,2011,January,9,713
2071,Germany,Myanmar,2011,February,13,713
2072,Germany,Myanmar,2011,March,5,713
2073,Germany,Myanmar,2011,April,3,713
2074,Germany,Myanmar,2011,May,7,713
2075,Germany,Myanmar,2011,June,4,713
2076,Germany,Myanmar,2011,July,12,713
2077,Germany,Myanmar,2011,August,3,713
2078,Germany,Myanmar,2011,September,7,713
2079,Germany,Myanmar,2011,October,4,713
2080,Germany,Myanmar,2011,November,13,713
2081,Germany,Myanmar,2011,December,9,713
2082,Italy,Myanmar,2011,September,1,713
2083,Italy,Myanmar,2011,December,1,713
2084,USA,Myanmar,2011,January,16,713
2085,USA,Myanmar,2011,February,14,713
2086,USA,Myanmar,2011,March,14,713
2087,USA,Myanmar,2011,April,17,713
2088,USA,Myanmar,2011,May,20,713
2089,USA,Myanmar,2011,June,20,713
2090,USA,Myanmar,2011,July,24,713
2091,USA,Myanmar,2011,August,28,713
2092,USA,Myanmar,2011,September,13,713
2093,USA,Myanmar,2011,October,15,713
2094,USA,Myanmar,2011,November,13,713
2095,USA,Myanmar,2011,December,23,713
2096,USA,Myanmar,2011,January,4,713
2097,USA,Myanmar,2011,February,2,713
2098,USA,Myanmar,2011,March,4,713
2099,USA,Myanmar,2011,May,4,713
2100,USA,Myanmar,2011,June,1,713
2101,USA,Myanmar,2011,July,1,713
2102,USA,Myanmar,2011,August,3,713
2103,USA,Myanmar,2011,October,4,713
2104,USA,Myanmar,2011,November,4,713
2105,Canada,Myanmar,2012,December,2,702
2106,France,Myanmar,2012,January,11,702
2107,France,Myanmar,2012,February,15,702
2108,France,Myanmar,2012,March,54,702
2109,France,Myanmar,2012,April,67,702
2110,France,Myanmar,2012,May,30,702
2111,France,Myanmar,2012,June,32,702
2112,France,Myanmar,2012,July,43,702
2113,France,Myanmar,2012,August,58,702
2114,France,Myanmar,2012,September,70,702
2115,France,Myanmar,2012,October,71,702
2116,France,Myanmar,2012,November,62,702
2117,France,Myanmar,2012,December,88,702
2118,UK,Myanmar,2012,January,12,702
2119,UK,Myanmar,2012,February,3,702
2120,UK,Myanmar,2012,March,6,702
2121,UK,Myanmar,2012,April,8,702
2122,UK,Myanmar,2012,May,6,702
2123,UK,Myanmar,2012,June,3,702
2124,UK,Myanmar,2012,July,5,702
2125,UK,Myanmar,2012,August,6,702
2126,UK,Myanmar,2012,September,7,702
2127,UK,Myanmar,2012,October,11,702
2128,UK,Myanmar,2012,November,5,702
2129,UK,Myanmar,2012,December,7,702
2130,Germany,Myanmar,2012,January,1,702
2131,Germany,Myanmar,2012,February,6,702
2132,Germany,Myanmar,2012,April,3,702
2133,Germany,Myanmar,2012,May,1,702
2134,Germany,Myanmar,2012,June,3,702
2135,Germany,Myanmar,2012,July,1,702
2136,Germany,Myanmar,2012,August,4,702
2137,Germany,Myanmar,2012,September,2,702
2138,Germany,Myanmar,2012,October,4,702
2139,Germany,Myanmar,2012,November,9,702
2140,Germany,Myanmar,2012,December,9,702
2141,Italy,Myanmar,2012,April,1,702
2142,Italy,Myanmar,2012,May,1,702
2143,Italy,Myanmar,2012,October,2,702
2144,USA,Myanmar,2012,January,5,702
2145,USA,Myanmar,2012,February,13,702
2146,USA,Myanmar,2012,March,16,702
2147,USA,Myanmar,2012,April,9,702
2148,USA,Myanmar,2012,May,6,702
2149,USA,Myanmar,2012,June,8,702
2150,USA,Myanmar,2012,July,9,702
2151,USA,Myanmar,2012,August,8,702
2152,USA,Myanmar,2012,September,7,702
2153,USA,Myanmar,2012,October,6,702
2154,USA,Myanmar,2012,November,5,702
2155,USA,Myanmar,2012,December,7,702
2156,USA,Myanmar,2012,January,4,702
2157,USA,Myanmar,2012,February,2,702
2158,USA,Myanmar,2012,March,4,702
2159,USA,Myanmar,2012,April,3,702
2160,USA,Myanmar,2012,May,2,702
2161,USA,Myanmar,2012,June,3,702
2162,USA,Myanmar,2012,July,4,702
2163,USA,Myanmar,2012,August,4,702
2164,USA,Myanmar,2012,September,5,702
2165,USA,Myanmar,2012,October,2,702
2166,USA,Myanmar,2012,November,1,702
2167,USA,Myanmar,2012,December,3,702
2168,Canada,Myanmar,2014,July,1,187
2169,Canada,Myanmar,2014,October,1,187
2170,Canada,Myanmar,2014,December,3,187
2171,France,Myanmar,2014,January,2,187
2172,France,Myanmar,2014,February,6,187
2173,France,Myanmar,2014,March,5,187
2174,France,Myanmar,2014,April,2,187
2175,France,Myanmar,2014,May,1,187
2176,France,Myanmar,2014,June,1,187
2177,France,Myanmar,2014,July,5,187
2178,France,Myanmar,2014,August,1,187
2179,France,Myanmar,2014,September,4,187
2180,UK,Myanmar,2014,January,9,187
2181,UK,Myanmar,2014,February,23,187
2182,UK,Myanmar,2014,March,21,187
2183,UK,Myanmar,2014,April,11,187
2184,UK,Myanmar,2014,May,10,187
2185,UK,Myanmar,2014,June,10,187
2186,UK,Myanmar,2014,July,15,187
2187,UK,Myanmar,2014,August,8,187
2188,UK,Myanmar,2014,September,7,187
2189,UK,Myanmar,2014,October,15,187
2190,UK,Myanmar,2014,November,13,187
2191,UK,Myanmar,2014,December,16,187
2192,Germany,Myanmar,2014,January,5,187
2193,Germany,Myanmar,2014,February,8,187
2194,Germany,Myanmar,2014,March,11,187
2195,Germany,Myanmar,2014,April,6,187
2196,Germany,Myanmar,2014,May,3,187
2197,Germany,Myanmar,2014,June,7,187
2198,Germany,Myanmar,2014,July,6,187
2199,Germany,Myanmar,2014,August,5,187
2200,Germany,Myanmar,2014,September,3,187
2201,Germany,Myanmar,2014,October,3,187
2202,Germany,Myanmar,2014,November,3,187
2203,Germany,Myanmar,2014,December,2,187
2204,Italy,Myanmar,2014,January,1,187
2205,Italy,Myanmar,2014,May,1,187
2206,Italy,Myanmar,2014,October,1,187
2207,Italy,Myanmar,2014,November,2,187
2208,Italy,Myanmar,2014,December,1,187
2209,USA,Myanmar,2014,January,8,187
2210,USA,Myanmar,2014,February,6,187
2211,USA,Myanmar,2014,March,6,187
2212,USA,Myanmar,2014,April,12,187
2213,USA,Myanmar,2014,May,8,187
2214,USA,Myanmar,2014,June,7,187
2215,USA,Myanmar,2014,July,17,187
2216,USA,Myanmar,2014,August,11,187
2217,USA,Myanmar,2014,September,9,187
2218,USA,Myanmar,2014,October,14,187
2219,USA,Myanmar,2014,November,13,187
2220,USA,Myanmar,2014,December,9,187
2221,USA,Myanmar,2014,August,4,187
2222,Canada,Myanmar,2015,May,1,630
2223,France,Myanmar,2015,February,2,630
2224,France,Myanmar,2015,March,4,630
2225,France,Myanmar,2015,April,1,630
2226,France,Myanmar,2015,July,1,630
2227,France,Myanmar,2015,August,1,630
2228,France,Myanmar,2015,September,2,630
2229,France,Myanmar,2015,October,4,630
2230,France,Myanmar,2015,November,2,630
2231,UK,Myanmar,2015,January,13,630
2232,UK,Myanmar,2015,February,6,630
2233,UK,Myanmar,2015,March,12,630
2234,UK,Myanmar,2015,April,17,630
2235,UK,Myanmar,2015,May,16,630
2236,UK,Myanmar,2015,June,23,630
2237,UK,Myanmar,2015,July,11,630
2238,UK,Myanmar,2015,August,22,630
2239,UK,Myanmar,2015,September,10,630
2240,UK,Myanmar,2015,October,14,630
2241,UK,Myanmar,2015,November,7,630
2242,UK,Myanmar,2015,December,14,630
2243,Germany,Myanmar,2015,January,3,630
2244,Germany,Myanmar,2015,February,4,630
2245,Germany,Myanmar,2015,March,1,630
2246,Germany,Myanmar,2015,April,7,630
2247,Germany,Myanmar,2015,May,4,630
2248,Germany,Myanmar,2015,June,10,630
2249,Germany,Myanmar,2015,July,3,630
2250,Germany,Myanmar,2015,August,4,630
2251,Germany,Myanmar,2015,September,6,630
2252,Germany,Myanmar,2015,October,7,630
2253,Germany,Myanmar,2015,November,4,630
2254,Germany,Myanmar,2015,December,1,630
2255,Italy,Myanmar,2015,January,1,630
2256,Italy,Myanmar,2015,February,1,630
2257,Italy,Myanmar,2015,March,1,630
2258,Italy,Myanmar,2015,August,1,630
2259,Italy,Myanmar,2015,December,1,630
2260,USA,Myanmar,2015,January,14,630
2261,USA,Myanmar,2015,February,7,630
2262,USA,Myanmar,2015,March,12,630
2263,USA,Myanmar,2015,April,13,630
2264,USA,Myanmar,2015,May,13,630
2265,USA,Myanmar,2015,June,9,630
2266,USA,Myanmar,2015,July,10,630
2267,USA,Myanmar,2015,August,16,630
2268,USA,Myanmar,2015,September,17,630
2269,USA,Myanmar,2015,October,11,630
2270,USA,Myanmar,2015,November,12,630
2271,USA,Myanmar,2015,December,21,630
2272,USA,Myanmar,2015,May,4,630
2273,Canada,Myanmar,2016,September,1,116
2274,Canada,Myanmar,2016,October,1,116
2275,France,Myanmar,2016,January,3,116
2276,France,Myanmar,2016,February,2,116
2277,France,Myanmar,2016,March,3,116
2278,France,Myanmar,2016,July,1,116
2279,France,Myanmar,2016,August,2,116
2280,France,Myanmar,2016,September,1,116
2281,France,Myanmar,2016,October,2,116
2282,UK,Myanmar,2016,January,11,116
2283,UK,Myanmar,2016,February,6,116
2284,UK,Myanmar,2016,March,7,116
2285,UK,Myanmar,2016,April,17,116
2286,UK,Myanmar,2016,May,2,116
2287,UK,Myanmar,2016,June,14,116
2288,UK,Myanmar,2016,July,5,116
2289,UK,Myanmar,2016,August,10,116
2290,UK,Myanmar,2016,September,3,116
2291,UK,Myanmar,2016,October,3,116
2292,UK,Myanmar,2016,December,2,116
2293,Germany,Myanmar,2016,January,3,116
2294,Germany,Myanmar,2016,February,1,116
2295,Germany,Myanmar,2016,March,7,116
2296,Germany,Myanmar,2016,April,9,116
2297,Germany,Myanmar,2016,May,10,116
2298,Germany,Myanmar,2016,June,10,116
2299,Germany,Myanmar,2016,July,14,116
2300,Germany,Myanmar,2016,August,24,116
2301,Germany,Myanmar,2016,September,25,116
2302,Germany,Myanmar,2016,October,12,116
2303,Germany,Myanmar,2016,November,11,116
2304,Germany,Myanmar,2016,December,5,116
2305,Italy,Myanmar,2016,August,1,116
2306,USA,Myanmar,2016,January,24,116
2307,USA,Myanmar,2016,February,11,116
2308,USA,Myanmar,2016,March,18,116
2309,USA,Myanmar,2016,April,11,116
2310,USA,Myanmar,2016,May,15,116
2311,USA,Myanmar,2016,June,13,116
2312,USA,Myanmar,2016,July,19,116
2313,USA,Myanmar,2016,August,10,116
2314,USA,Myanmar,2016,September,15,116
2315,USA,Myanmar,2016,October,17,116
2316,USA,Myanmar,2016,November,21,116
2317,USA,Myanmar,2016,December,22,116
2318,USA,Myanmar,2016,January,4,116
2319,USA,Myanmar,2016,March,7,116
2320,Canada,Myanmar,2017,January,*,500
2321,Canada,Myanmar,2017,February,*,500
2322,Canada,Myanmar,2017,March,*,500
2323,Canada,Myanmar,2017,April,*,500
2324,Canada,Myanmar,2017,July,*,500
2325,Canada,Myanmar,2017,October,*,500
2326,France,Myanmar,2017,January,*,500
2327,France,Myanmar,2017,February,*,500
2328,France,Myanmar,2017,May,*,500
2329,France,Myanmar,2017,July,*,500
2330,France,Myanmar,2017,August,*,500
2331,France,Myanmar,2017,September,*,500
2332,France,Myanmar,2017,October,*,500
2333,France,Myanmar,2017,November,5,500
2334,UK,Myanmar,2017,January,*,500
2335,UK,Myanmar,2017,February,*,500
2336,UK,Myanmar,2017,March,6,500
2337,UK,Myanmar,2017,April,*,500
2338,UK,Myanmar,2017,May,*,500
2339,UK,Myanmar,2017,June,5,500
2340,UK,Myanmar,2017,July,*,500
2341,UK,Myanmar,2017,August,6,500
2342,UK,Myanmar,2017,September,*,500
2343,UK,Myanmar,2017,October,8,500
2344,UK,Myanmar,2017,November,10,500
2345,UK,Myanmar,2017,December,*,500
2346,Germany,Myanmar,2017,January,8,500
2347,Germany,Myanmar,2017,February,*,500
2348,Germany,Myanmar,2017,March,*,500
2349,Germany,Myanmar,2017,April,*,500
2350,Germany,Myanmar,2017,May,23,500
2351,Germany,Myanmar,2017,June,20,500
2352,Germany,Myanmar,2017,July,*,500
2353,Germany,Myanmar,2017,August,6,500
2354,Germany,Myanmar,2017,September,11,500
2355,Germany,Myanmar,2017,October,11,500
2356,Germany,Myanmar,2017,November,9,500
2357,Germany,Myanmar,2017,December,15,500
2358,Italy,Myanmar,2017,February,*,500
2359,Italy,Myanmar,2017,April,*,500
2360,Italy,Myanmar,2017,May,*,500
2361,Italy,Myanmar,2017,June,*,500
2362,Italy,Myanmar,2017,July,*,500
2363,Italy,Myanmar,2017,September,10,500
2364,Italy,Myanmar,2017,October,*,500
2365,Italy,Myanmar,2017,November,*,500
2366,Italy,Myanmar,2017,December,5,500
2367,USA,Myanmar,2017,January,16,500
2368,USA,Myanmar,2017,February,25,500
2369,USA,Myanmar,2017,March,35,500
2370,USA,Myanmar,2017,April,20,500
2371,USA,Myanmar,2017,May,29,500
2372,USA,Myanmar,2017,June,21,500
2373,USA,Myanmar,2017,July,24,500
2374,USA,Myanmar,2017,August,35,500
2375,USA,Myanmar,2017,September,20,500
2376,USA,Myanmar,2017,October,23,500
2377,USA,Myanmar,2017,November,22,500
2378,USA,Myanmar,2017,December,25,500
2379,USA,Myanmar,2017,January,*,500
2380,USA,Myanmar,2017,February,5,500
2381,USA,Myanmar,2017,June,5,500
2382,USA,Myanmar,2017,October,*,500
2383,USA,Myanmar,2017,December,*,500
2384,Canada,Somalia,2001,January,54,228
2385,Canada,Somalia,2001,February,50,228
2386,Canada,Somalia,2001,March,59,228
2387,Canada,Somalia,2001,April,54,228
2388,Canada,Somalia,2001,May,77,228
2389,Canada,Somalia,2001,June,53,228
2390,Canada,Somalia,2001,July,117,228
2391,Canada,Somalia,2001,August,81,228
2392,Canada,Somalia,2001,September,46,228
2393,Canada,Somalia,2001,October,68,228
2394,Canada,Somalia,2001,November,36,228
2395,Canada,Somalia,2001,December,22,228
2396,France,Somalia,2001,January,8,228
2397,France,Somalia,2001,February,8,228
2398,France,Somalia,2001,March,7,228
2399,France,Somalia,2001,April,16,228
2400,France,Somalia,2001,May,4,228
2401,France,Somalia,2001,June,4,228
2402,France,Somalia,2001,July,9,228
2403,France,Somalia,2001,August,8,228
2404,France,Somalia,2001,September,13,228
2405,France,Somalia,2001,October,15,228
2406,France,Somalia,2001,November,16,228
